,Headline,Target
1145,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1146,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1147,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1148,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1149,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1150,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1151,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1152,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1153,Baby carrots are soaked in bleach and can cause cancer.,false
1154,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1155,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1156,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1157,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1158,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1159,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1160,NASA photos of the moon and Earth show that “space is fake.”,false
1161,The entire banking system in Canada is closing down.,false
1162,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1163,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1164,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1165,Germany weather maps show media exaggerating effects of climate change.,false
1166,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1167,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1168,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1169,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1170,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1171,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1172,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1173,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1174,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1175,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1176,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1177,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1178,Baby carrots are soaked in bleach and can cause cancer.,false
1179,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1180,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1181,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1182,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1183,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1184,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1185,NASA photos of the moon and Earth show that “space is fake.”,false
1186,The entire banking system in Canada is closing down.,false
1187,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1188,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1189,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1190,Germany weather maps show media exaggerating effects of climate change.,false
1191,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1192,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1193,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1194,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1195,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1196,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1197,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1198,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1199,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1200,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1201,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1202,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1203,Baby carrots are soaked in bleach and can cause cancer.,false
1204,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1205,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1206,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1207,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1208,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1209,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1210,NASA photos of the moon and Earth show that “space is fake.”,false
1211,The entire banking system in Canada is closing down.,false
1212,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1213,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1214,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1215,Germany weather maps show media exaggerating effects of climate change.,false
1216,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1217,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1218,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1219,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1220,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1221,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1222,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1223,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1224,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1225,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1226,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1227,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1228,Baby carrots are soaked in bleach and can cause cancer.,false
1229,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1230,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1231,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1232,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1233,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1234,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1235,NASA photos of the moon and Earth show that “space is fake.”,false
1236,The entire banking system in Canada is closing down.,false
1237,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1238,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1239,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1240,Germany weather maps show media exaggerating effects of climate change.,false
1241,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1242,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1243,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1244,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1245,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1246,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1247,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1248,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1249,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1250,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1251,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1252,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1253,Baby carrots are soaked in bleach and can cause cancer.,false
1254,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1255,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1256,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1257,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1258,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1259,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1260,NASA photos of the moon and Earth show that “space is fake.”,false
1261,The entire banking system in Canada is closing down.,false
1262,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1263,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1264,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1265,Germany weather maps show media exaggerating effects of climate change.,false
1266,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1267,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1268,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1269,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1270,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1271,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1272,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1273,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1274,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1275,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1276,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1277,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1278,Baby carrots are soaked in bleach and can cause cancer.,false
1279,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1280,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1281,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1282,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1283,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1284,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1285,NASA photos of the moon and Earth show that “space is fake.”,false
1286,The entire banking system in Canada is closing down.,false
1287,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1288,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1289,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1290,Germany weather maps show media exaggerating effects of climate change.,false
1291,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1292,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1293,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1294,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1295,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1296,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1297,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1298,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1299,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1300,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1301,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1302,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1303,Baby carrots are soaked in bleach and can cause cancer.,false
1304,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1305,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1306,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1307,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1308,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1309,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1310,NASA photos of the moon and Earth show that “space is fake.”,false
1311,The entire banking system in Canada is closing down.,false
1312,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1313,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1314,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1315,Germany weather maps show media exaggerating effects of climate change.,false
1316,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1317,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1318,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1319,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1320,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1321,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1322,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1323,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1324,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1325,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1326,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1327,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1328,Baby carrots are soaked in bleach and can cause cancer.,false
1329,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1330,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1331,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1332,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1333,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1334,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1335,NASA photos of the moon and Earth show that “space is fake.”,false
1336,The entire banking system in Canada is closing down.,false
1337,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1338,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1339,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1340,Germany weather maps show media exaggerating effects of climate change.,false
1341,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1342,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1343,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1344,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1345,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1346,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1347,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1348,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1349,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1350,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1351,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1352,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1353,Baby carrots are soaked in bleach and can cause cancer.,false
1354,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1355,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1356,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1357,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1358,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1359,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1360,NASA photos of the moon and Earth show that “space is fake.”,false
1361,The entire banking system in Canada is closing down.,false
1362,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1363,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1364,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1365,Germany weather maps show media exaggerating effects of climate change.,false
1366,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1367,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1368,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1369,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1370,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1371,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1372,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1373,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1374,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1375,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1376,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1377,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1378,Baby carrots are soaked in bleach and can cause cancer.,false
1379,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1380,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1381,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1382,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1383,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1384,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1385,NASA photos of the moon and Earth show that “space is fake.”,false
1386,The entire banking system in Canada is closing down.,false
1387,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1388,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1389,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1390,Germany weather maps show media exaggerating effects of climate change.,false
1391,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1392,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1393,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1394,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1395,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1396,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1397,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1398,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1399,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1400,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1401,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1402,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1403,Baby carrots are soaked in bleach and can cause cancer.,false
1404,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1405,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1406,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1407,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1408,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1409,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1410,NASA photos of the moon and Earth show that “space is fake.”,false
1411,The entire banking system in Canada is closing down.,false
1412,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1413,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1414,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1415,Germany weather maps show media exaggerating effects of climate change.,false
1416,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1417,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1418,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1419,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1420,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1421,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1422,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1423,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1424,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1425,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1426,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1427,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1428,Baby carrots are soaked in bleach and can cause cancer.,false
1429,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
1430,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
1431,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
1432,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
1433,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
1434,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
1435,NASA photos of the moon and Earth show that “space is fake.”,false
1436,The entire banking system in Canada is closing down.,false
1437,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
1438,"""Plankton in the Atlantic Ocean is 90% gone.""",false
1439,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
1440,Germany weather maps show media exaggerating effects of climate change.,false
1441,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
1442,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
1443,"Val Demings ""called abolishing the police 'thoughtful.'""",false
1444,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
1445,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
1446,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
1447,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
1448,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
1449,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
1450,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
1451,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
1452,"A cure for cancer, known as a Rife machine, was found in 1934.",false
1453,Baby carrots are soaked in bleach and can cause cancer.,false
