class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
p;5.82;x;;e;f;;c;g;3.99;13.57;;;y;;;f;f;;d;a
p;5.73;x;;w;f;;c;r;3.84;12.07;;;y;;;f;f;;d;a
p;5.34;x;;w;f;;c;w;4.34;13.59;;;y;;;f;f;;d;a
p;4.99;x;;w;f;;c;w;4.16;13.13;;;y;;;f;f;;d;a
p;6.12;x;;w;f;;c;w;3.85;12.88;;;y;;;f;f;;d;a
p;4.15;x;;w;f;;c;r;2.74;12.42;;;y;;;f;f;;d;a
p;4.44;x;;p;f;;c;w;3.37;11.95;;;y;;;f;f;;d;a
p;5.25;x;;p;f;;c;r;3.42;12.76;;;y;;;f;f;;d;a
p;4.58;x;;p;f;;c;g;3.22;12.26;;;y;;;f;f;;d;a
p;3.57;x;;p;f;;c;g;2.76;11.99;;;y;;;f;f;;d;a
p;4.68;x;;w;f;;c;r;3.04;12.23;;;y;;;f;f;;d;a
p;4.68;x;;e;f;;c;w;3.67;12.57;;;y;;;f;f;;d;a
p;5.16;x;;p;f;;c;r;2.85;11.98;;;y;;;f;f;;d;a
p;5.42;x;;w;f;;c;r;3.57;12.91;;;y;;;f;f;;d;a
p;3.77;x;;w;f;;c;w;3.07;11.3;;;y;;;f;f;;d;a
p;5.65;x;;e;f;;c;g;4.51;13.77;;;y;;;f;f;;d;a
p;5.07;x;;w;f;;c;w;2.77;12.25;;;y;;;f;f;;d;a
p;4.98;x;;w;f;;c;g;3.68;12.06;;;y;;;f;f;;d;a
p;5.03;x;;p;f;;c;w;4.14;13.21;;;y;;;f;f;;d;a
p;4.61;x;;e;f;;c;g;3.36;11.67;;;y;;;f;f;;d;a
p;4.3;x;;e;f;;c;r;4.13;11.73;;;y;;;f;f;;d;a
p;5.38;x;;e;f;;c;w;3.89;12.7;;;y;;;f;f;;d;a
p;5.33;x;;p;f;;c;r;3.63;11.97;;;y;;;f;f;;d;a
p;5.21;x;;p;f;;c;w;3.08;11.34;;;y;;;f;f;;d;a
p;4.69;x;;p;f;;c;w;3.31;12.29;;;y;;;f;f;;d;a
p;5.81;x;;w;f;;c;r;4.1;12.99;;;y;;;f;f;;d;a
p;6.52;x;;p;f;;c;w;3.77;12.82;;;y;;;f;f;;d;a
p;6.33;x;;p;f;;c;r;4.27;13.1;;;y;;;f;f;;d;a
p;4.22;x;;p;f;;c;g;3.11;11.31;;;y;;;f;f;;d;a
p;3.64;x;;w;f;;c;g;3.51;11.48;;;y;;;f;f;;d;a
p;5.18;x;;p;f;;c;w;4.11;13.69;;;y;;;f;f;;d;a
p;4.21;x;;w;f;;c;g;2.97;12.56;;;y;;;f;f;;d;a
p;6.16;x;;w;f;;c;w;4.14;13.63;;;y;;;f;f;;d;a
p;4.99;x;;e;f;;c;g;3.2;13.71;;;y;;;f;f;;d;a
p;5.02;x;;w;f;;c;g;3.83;11.42;;;y;;;f;f;;d;a
p;5.97;x;;w;f;;c;r;3.29;12.43;;;y;;;f;f;;d;a
p;6.08;x;;e;f;;c;g;3.75;13.21;;;y;;;f;f;;d;a
p;5.83;x;;p;f;;c;w;3.67;13.25;;;y;;;f;f;;d;a
p;5.3;x;;p;f;;c;g;3.05;11.01;;;y;;;f;f;;d;a
p;5.22;x;;e;f;;c;w;3.64;11.75;;;y;;;f;f;;d;a
p;5.53;x;;p;f;;c;r;3.53;12.41;;;y;;;f;f;;d;a
p;4.75;x;;e;f;;c;g;3.2;12.6;;;y;;;f;f;;d;a
p;4.97;x;;w;f;;c;w;2.9;11.37;;;y;;;f;f;;d;a
p;5.19;x;;w;f;;c;g;3.43;12.48;;;y;;;f;f;;d;a
p;4.84;x;;p;f;;c;w;3.57;12.09;;;y;;;f;f;;d;a
p;5.14;x;;e;f;;c;w;3.6;11.75;;;y;;;f;f;;d;a
p;3.65;x;;p;f;;c;g;2.81;11.31;;;y;;;f;f;;d;a
p;4.66;x;;p;f;;c;g;3.8;12.79;;;y;;;f;f;;d;a
p;4.32;x;;p;f;;c;w;3.47;11.73;;;y;;;f;f;;d;a
p;4.71;x;;e;f;;c;w;2.81;11.95;;;y;;;f;f;;d;a
p;5.14;x;;e;f;;c;g;3.65;11.99;;;y;;;f;f;;d;a
p;3.95;x;;p;f;;c;r;2.74;10.68;;;y;;;f;f;;d;a
p;5.25;x;;w;f;;c;w;3.93;12.51;;;y;;;f;f;;d;a
p;5.12;x;;p;f;;c;g;3.7;12.38;;;y;;;f;f;;d;a
p;5.53;x;;e;f;;c;r;3.75;13.26;;;y;;;f;f;;d;a
p;3.38;x;;p;f;;c;w;3.42;11.77;;;y;;;f;f;;d;a
p;5.01;x;;w;f;;c;w;4.38;13.54;;;y;;;f;f;;d;a
p;5.09;x;;w;f;;c;r;3.16;11.67;;;y;;;f;f;;d;a
p;5.04;x;;w;f;;c;g;3.41;12.7;;;y;;;f;f;;d;a
p;4.76;x;;e;f;;c;r;4.0;12.15;;;y;;;f;f;;d;a
p;5.18;x;;w;f;;c;w;3.81;12.49;;;y;;;f;f;;d;a
p;2.96;x;;p;f;;c;g;2.33;11.04;;;y;;;f;f;;d;a
p;4.49;x;;p;f;;c;w;3.77;12.99;;;y;;;f;f;;d;a
p;5.81;x;;p;f;;c;r;3.82;12.09;;;y;;;f;f;;d;a
p;4.11;x;;w;f;;c;r;3.21;12.2;;;y;;;f;f;;d;a
p;5.68;x;;p;f;;c;g;3.63;12.39;;;y;;;f;f;;d;a
p;5.34;x;;p;f;;c;w;3.6;12.74;;;y;;;f;f;;d;a
p;5.09;x;;w;f;;c;w;2.61;10.92;;;y;;;f;f;;d;a
p;5.07;x;;e;f;;c;g;3.16;11.64;;;y;;;f;f;;d;a
p;4.76;x;;p;f;;c;r;3.97;13.45;;;y;;;f;f;;d;a
p;5.16;x;;w;f;;c;r;3.31;11.82;;;y;;;f;f;;d;a
p;5.25;x;;p;f;;c;g;3.25;11.89;;;y;;;f;f;;d;a
p;4.48;x;;w;f;;c;r;3.19;13.07;;;y;;;f;f;;d;a
p;4.41;x;;w;f;;c;g;2.83;10.93;;;y;;;f;f;;d;a
p;3.74;x;;w;f;;c;g;2.74;13.09;;;y;;;f;f;;d;a
p;5.25;x;;e;f;;c;w;3.41;10.91;;;y;;;f;f;;d;a
p;4.46;x;;e;f;;c;g;3.29;11.64;;;y;;;f;f;;d;a
p;5.32;x;;w;f;;c;g;4.33;14.27;;;y;;;f;f;;d;a
p;4.71;x;;w;f;;c;w;3.42;11.5;;;y;;;f;f;;d;a
p;5.22;x;;e;f;;c;r;3.03;12.19;;;y;;;f;f;;d;a
p;5.09;x;;p;f;;c;w;3.32;12.76;;;y;;;f;f;;d;a
p;6.21;x;;w;f;;c;w;4.23;13.05;;;y;;;f;f;;d;a
p;4.44;x;;e;f;;c;w;2.82;11.4;;;y;;;f;f;;d;a
p;3.97;x;;e;f;;c;r;3.1;12.42;;;y;;;f;f;;d;a
p;5.1;x;;e;f;;c;r;3.28;11.57;;;y;;;f;f;;d;a
p;4.96;x;;p;f;;c;w;3.45;11.58;;;y;;;f;f;;d;a
p;5.38;x;;w;f;;c;g;3.06;12.53;;;y;;;f;f;;d;a
p;5.52;x;;w;f;;c;r;3.19;12.23;;;y;;;f;f;;d;a
p;5.47;x;;p;f;;c;r;3.1;12.22;;;y;;;f;f;;d;a
p;5.9;x;;e;f;;c;g;4.3;13.7;;;y;;;f;f;;d;a
p;5.18;x;;p;f;;c;g;3.3;12.67;;;y;;;f;f;;d;a
p;4.39;x;;p;f;;c;r;3.25;12.91;;;y;;;f;f;;d;a
p;4.86;x;;e;f;;c;r;4.15;12.62;;;y;;;f;f;;d;a
p;4.77;x;;w;f;;c;w;2.95;10.99;;;y;;;f;f;;d;a
p;4.78;x;;e;f;;c;w;3.45;12.87;;;y;;;f;f;;d;a
p;5.14;x;;e;f;;c;r;4.94;13.07;;;y;;;f;f;;d;a
p;5.18;x;;e;f;;c;r;4.13;13.35;;;y;;;f;f;;d;a
p;6.36;x;;p;f;;c;w;4.45;13.06;;;y;;;f;f;;d;a
p;5.49;x;;w;f;;c;g;3.27;12.41;;;y;;;f;f;;d;a
p;4.26;x;;w;f;;c;g;4.07;13.14;;;y;;;f;f;;d;a
p;4.74;x;;w;f;;c;g;3.51;11.76;;;y;;;f;f;;d;a
p;3.67;x;;p;f;;c;w;2.96;11.74;;;y;;;f;f;;d;a
p;4.21;x;;e;f;;c;g;2.84;11.85;;;y;;;f;f;;d;a
p;5.34;x;;p;f;;c;w;3.28;12.43;;;y;;;f;f;;d;a
p;5.81;x;;p;f;;c;g;3.84;13.55;;;y;;;f;f;;d;a
p;4.69;x;;w;f;;c;w;2.82;12.02;;;y;;;f;f;;d;a
p;5.45;x;;w;f;;c;g;3.69;12.17;;;y;;;f;f;;d;a
p;4.27;x;;e;f;;c;g;3.61;12.24;;;y;;;f;f;;d;a
p;4.68;x;;w;f;;c;r;3.5;12.51;;;y;;;f;f;;d;a
p;4.28;x;;w;f;;c;w;2.69;12.02;;;y;;;f;f;;d;a
p;5.9;x;;e;f;;c;w;4.46;13.83;;;y;;;f;f;;d;a
p;5.82;x;;e;f;;c;w;4.05;12.22;;;y;;;f;f;;d;a
p;5.63;x;;w;f;;c;w;3.8;13.35;;;y;;;f;f;;d;a
p;5.25;x;;w;f;;c;w;3.42;13.05;;;y;;;f;f;;d;a
p;5.74;x;;p;f;;c;g;4.21;12.89;;;y;;;f;f;;d;a
p;6.72;x;;w;f;;c;w;4.6;13.59;;;y;;;f;f;;d;a
p;4.73;x;;p;f;;c;w;3.47;11.37;;;y;;;f;f;;d;a
p;5.48;x;;p;f;;c;w;3.18;12.54;;;y;;;f;f;;d;a
p;4.38;x;;e;f;;c;r;3.47;11.58;;;y;;;f;f;;d;a
p;4.36;x;;p;f;;c;w;3.31;13.45;;;y;;;f;f;;d;a
p;5.08;x;;w;f;;c;w;3.2;12.05;;;y;;;f;f;;d;a
p;5.96;x;;p;f;;c;g;3.88;12.23;;;y;;;f;f;;d;a
p;4.86;x;;w;f;;c;r;3.57;12.69;;;y;;;f;f;;d;a
p;3.86;x;;w;f;;c;g;2.59;11.36;;;y;;;f;f;;d;a
p;5.35;x;;e;f;;c;r;2.99;11.96;;;y;;;f;f;;d;a
p;5.3;x;;e;f;;c;r;3.09;12.15;;;y;;;f;f;;d;a
p;6.25;x;;w;f;;c;r;4.11;14.39;;;y;;;f;f;;d;a
p;4.51;x;;w;f;;c;r;3.47;12.34;;;y;;;f;f;;d;a
p;6.72;x;;e;f;;c;r;4.42;14.01;;;y;;;f;f;;d;a
p;4.68;x;;p;f;;c;w;3.36;13.17;;;y;;;f;f;;d;a
p;4.01;x;;p;f;;c;g;3.59;11.78;;;y;;;f;f;;d;a
p;4.5;x;;e;f;;c;r;3.78;11.87;;;y;;;f;f;;d;a
p;5.59;x;;e;f;;c;w;3.67;12.52;;;y;;;f;f;;d;a
p;4.25;x;;e;f;;c;g;3.16;11.02;;;y;;;f;f;;d;a
p;4.66;x;;w;f;;c;w;3.71;13.64;;;y;;;f;f;;d;a
p;5.61;x;;e;f;;c;r;3.44;11.26;;;y;;;f;f;;d;a
p;5.75;x;;e;f;;c;w;3.58;11.99;;;y;;;f;f;;d;a
p;5.08;x;;e;f;;c;r;3.61;12.62;;;y;;;f;f;;d;a
p;4.93;x;;e;f;;c;w;4.6;13.96;;;y;;;f;f;;d;a
p;4.09;x;;e;f;;c;g;3.22;11.88;;;y;;;f;f;;d;a
p;4.47;x;;e;f;;c;r;3.28;12.45;;;y;;;f;f;;d;a
p;6.29;x;;w;f;;c;w;4.5;13.78;;;y;;;f;f;;d;a
p;5.19;x;;e;f;;c;w;3.61;13.31;;;y;;;f;f;;d;a
p;4.06;x;;e;f;;c;r;3.14;11.43;;;y;;;f;f;;d;a
p;5.24;x;;p;f;;c;w;3.57;11.98;;;y;;;f;f;;d;a
p;4.73;x;;p;f;;c;w;3.39;12.57;;;y;;;f;f;;d;a
p;4.21;x;;w;f;;c;r;3.31;12.54;;;y;;;f;f;;d;a
p;5.17;x;;p;f;;c;r;3.51;12.0;;;y;;;f;f;;d;a
p;6.04;x;;w;f;;c;w;3.8;13.18;;;y;;;f;f;;d;a
p;4.92;x;;w;f;;c;w;4.24;13.21;;;y;;;f;f;;d;a
p;4.03;x;;e;f;;c;w;3.16;11.77;;;y;;;f;f;;d;a
p;5.3;x;;w;f;;c;g;3.46;12.6;;;y;;;f;f;;d;a
p;5.25;x;;e;f;;c;g;3.94;11.96;;;y;;;f;f;;d;a
p;6.02;x;;p;f;;c;r;4.79;14.1;;;y;;;f;f;;d;a
p;3.99;x;;e;f;;c;g;2.94;12.16;;;y;;;f;f;;d;a
p;4.9;x;;w;f;;c;g;3.12;11.89;;;y;;;f;f;;d;a
p;5.05;x;;w;f;;c;g;4.18;13.49;;;y;;;f;f;;d;a
p;5.42;x;;e;f;;c;g;3.64;11.46;;;y;;;f;f;;d;a
p;4.09;x;;p;f;;c;w;3.11;12.17;;;y;;;f;f;;d;a
p;4.73;x;;w;f;;c;w;3.99;13.71;;;y;;;f;f;;d;a
p;6.16;x;;w;f;;c;w;3.61;12.58;;;y;;;f;f;;d;a
p;4.94;x;;e;f;;c;w;2.89;10.23;;;y;;;f;f;;d;a
p;4.29;x;;p;f;;c;g;2.7;11.57;;;y;;;f;f;;d;a
p;5.1;x;;p;f;;c;g;3.02;12.07;;;y;;;f;f;;d;a
p;5.57;x;;w;f;;c;g;3.02;13.52;;;y;;;f;f;;d;a
p;4.38;x;;w;f;;c;r;3.69;11.66;;;y;;;f;f;;d;a
p;4.61;x;;e;f;;c;g;3.89;12.52;;;y;;;f;f;;d;a
p;5.99;x;;p;f;;c;w;3.94;14.26;;;y;;;f;f;;d;a
p;5.12;x;;p;f;;c;g;3.8;13.25;;;y;;;f;f;;d;a
p;4.21;x;;w;f;;c;w;2.78;11.71;;;y;;;f;f;;d;a
p;5.65;x;;p;f;;c;w;3.63;12.59;;;y;;;f;f;;d;a
p;4.87;x;;p;f;;c;r;3.33;12.32;;;y;;;f;f;;d;a
p;3.77;x;;w;f;;c;r;3.23;11.51;;;y;;;f;f;;d;a
p;5.27;x;;w;f;;c;r;3.64;12.11;;;y;;;f;f;;d;a
p;4.37;x;;e;f;;c;g;3.23;11.63;;;y;;;f;f;;d;a
p;5.51;x;;w;f;;c;w;3.64;13.39;;;y;;;f;f;;d;a
p;4.64;x;;e;f;;c;g;3.45;12.17;;;y;;;f;f;;d;a
p;6.23;x;;e;f;;c;w;4.17;13.02;;;y;;;f;f;;d;a
p;4.0;x;;p;f;;c;w;2.27;11.58;;;y;;;f;f;;d;a
p;4.45;x;;e;f;;c;w;3.8;12.87;;;y;;;f;f;;d;a
p;6.48;x;;p;f;;c;w;4.6;14.07;;;y;;;f;f;;d;a
p;5.98;x;;w;f;;c;g;3.84;12.24;;;y;;;f;f;;d;a
p;4.93;x;;p;f;;c;r;3.13;11.69;;;y;;;f;f;;d;a
p;5.1;x;;w;f;;c;w;3.49;13.32;;;y;;;f;f;;d;a
p;5.66;x;;w;f;;c;r;3.71;12.69;;;y;;;f;f;;d;a
p;5.7;x;;p;f;;c;r;3.08;12.23;;;y;;;f;f;;d;a
p;4.68;x;;e;f;;c;w;3.64;11.56;;;y;;;f;f;;d;a
p;4.15;x;;w;f;;c;g;2.21;12.37;;;y;;;f;f;;d;a
p;6.26;x;;w;f;;c;w;3.76;12.71;;;y;;;f;f;;d;a
p;4.77;x;;w;f;;c;g;3.07;12.51;;;y;;;f;f;;d;a
p;4.83;x;;w;f;;c;r;2.95;12.22;;;y;;;f;f;;d;a
p;5.23;x;;e;f;;c;w;3.45;11.98;;;y;;;f;f;;d;a
p;4.95;x;;w;f;;c;g;3.45;11.93;;;y;;;f;f;;d;a
p;4.92;x;;p;f;;c;g;2.59;10.64;;;y;;;f;f;;d;a
p;4.16;x;;w;f;;c;w;2.95;11.55;;;y;;;f;f;;d;a
p;4.14;x;;p;f;;c;r;3.0;11.89;;;y;;;f;f;;d;a
p;5.52;x;;p;f;;c;w;3.8;12.92;;;y;;;f;f;;d;a
p;5.23;x;;p;f;;c;g;3.11;11.93;;;y;;;f;f;;d;a
p;5.24;x;;w;f;;c;r;2.77;11.97;;;y;;;f;f;;d;a
p;4.76;x;;e;f;;c;r;3.73;12.14;;;y;;;f;f;;d;a
p;4.44;x;;e;f;;c;r;2.82;10.98;;;y;;;f;f;;d;a
p;5.53;x;;w;f;;c;g;3.7;12.97;;;y;;;f;f;;d;a
p;5.23;x;;e;f;;c;w;3.41;12.81;;;y;;;f;f;;d;a
p;4.59;x;;w;f;;c;w;3.81;12.72;;;y;;;f;f;;d;a
p;4.3;x;;e;f;;c;g;3.61;12.42;;;y;;;f;f;;d;a
p;3.99;x;;e;f;;c;w;3.7;12.75;;;y;;;f;f;;d;a
p;5.69;x;;w;f;;c;w;3.35;11.44;;;y;;;f;f;;d;a
p;4.87;x;;e;f;;c;g;3.76;13.05;;;y;;;f;f;;d;a
p;5.15;x;;e;f;;c;w;3.24;13.41;;;y;;;f;f;;d;a
p;5.17;x;;e;f;;c;w;3.55;12.07;;;y;;;f;f;;d;a
p;4.75;x;;w;f;;c;r;2.79;11.41;;;y;;;f;f;;d;a
p;5.34;x;;p;f;;c;r;4.03;13.31;;;y;;;f;f;;d;a
p;5.22;x;;p;f;;c;w;3.16;10.97;;;y;;;f;f;;d;a
p;5.83;x;;w;f;;c;g;3.96;12.58;;;y;;;f;f;;d;a
p;4.78;x;;e;f;;c;w;3.96;12.83;;;y;;;f;f;;d;a
p;5.27;x;;e;f;;c;r;3.61;12.43;;;y;;;f;f;;d;a
p;4.82;x;;w;f;;c;w;3.5;11.53;;;y;;;f;f;;d;a
p;4.54;x;;p;f;;c;w;2.74;12.39;;;y;;;f;f;;d;a
p;5.76;x;;e;f;;c;g;4.28;13.09;;;y;;;f;f;;d;a
p;4.86;x;;e;f;;c;w;3.05;11.64;;;y;;;f;f;;d;a
p;4.5;x;;e;f;;c;w;2.38;9.99;;;y;;;f;f;;d;a
p;5.4;x;;w;f;;c;r;4.3;13.32;;;y;;;f;f;;d;a
p;5.68;x;;w;f;;c;r;3.29;11.77;;;y;;;f;f;;d;a
p;3.22;x;;w;f;;c;r;3.18;11.36;;;y;;;f;f;;d;a
p;4.4;x;;e;f;;c;g;3.22;12.29;;;y;;;f;f;;d;a
p;4.13;x;;w;f;;c;w;3.14;12.48;;;y;;;f;f;;d;a
p;5.87;x;;e;f;;c;w;3.18;12.04;;;y;;;f;f;;d;a
p;5.82;x;;w;f;;c;g;3.36;12.85;;;y;;;f;f;;d;a
p;5.38;x;;w;f;;c;r;3.48;12.38;;;y;;;f;f;;d;a
p;3.93;x;;p;f;;c;w;3.45;11.95;;;y;;;f;f;;d;a
p;5.33;x;;e;f;;c;r;3.33;11.88;;;y;;;f;f;;d;a
p;4.2;x;;w;f;;c;g;3.45;12.98;;;y;;;f;f;;d;a
p;5.67;x;;w;f;;c;g;3.91;12.68;;;y;;;f;f;;d;a
p;5.04;x;;p;f;;c;w;2.97;12.35;;;y;;;f;f;;d;a
p;4.41;x;;w;f;;c;w;3.5;12.09;;;y;;;f;f;;d;a
p;6.42;x;;e;f;;c;w;3.58;13.04;;;y;;;f;f;;d;a
p;5.4;x;;w;f;;c;g;3.45;12.71;;;y;;;f;f;;d;a
p;4.94;x;;w;f;;c;r;2.98;11.57;;;y;;;f;f;;d;a
p;3.34;x;;w;f;;c;r;2.24;10.86;;;y;;;f;f;;d;a
p;5.5;x;;p;f;;c;w;3.25;12.29;;;y;;;f;f;;d;a
p;4.61;x;;e;f;;c;r;3.8;12.11;;;y;;;f;f;;d;a
p;4.12;x;;p;f;;c;r;2.74;12.5;;;y;;;f;f;;d;a
p;5.62;x;;e;f;;c;r;3.23;13.02;;;y;;;f;f;;d;a
p;4.74;x;;p;f;;c;w;3.7;11.84;;;y;;;f;f;;d;a
p;4.71;x;;w;f;;c;g;3.19;12.9;;;y;;;f;f;;d;a
p;4.34;x;;p;f;;c;g;3.63;12.22;;;y;;;f;f;;d;a
p;5.91;x;;p;f;;c;r;2.94;11.12;;;y;;;f;f;;d;a
p;3.85;x;;w;f;;c;w;3.33;12.21;;;y;;;f;f;;d;a
p;5.04;x;;e;f;;c;g;3.02;12.0;;;y;;;f;f;;d;a
p;4.63;x;;w;f;;c;g;3.68;12.39;;;y;;;f;f;;d;a
p;4.83;x;;w;f;;c;r;2.57;12.19;;;y;;;f;f;;d;a
p;5.71;x;;p;f;;c;w;3.28;12.73;;;y;;;f;f;;d;a
p;4.77;x;;p;f;;c;r;4.08;12.26;;;y;;;f;f;;d;a
p;4.94;x;;p;f;;c;w;3.21;12.38;;;y;;;f;f;;d;a
p;5.52;x;;p;f;;c;r;3.57;12.09;;;y;;;f;f;;d;a
p;5.73;x;;e;f;;c;w;3.27;12.46;;;y;;;f;f;;d;a
p;2.84;x;;e;f;;c;r;2.97;10.56;;;y;;;f;f;;d;a
p;5.35;x;;p;f;;c;r;3.42;12.75;;;y;;;f;f;;d;a
p;5.63;x;;w;f;;c;r;3.24;12.41;;;y;;;f;f;;d;a
p;5.49;x;;w;f;;c;w;3.5;12.06;;;y;;;f;f;;d;a
p;5.93;x;;p;f;;c;r;3.51;13.42;;;y;;;f;f;;d;a
p;5.07;x;;p;f;;c;r;3.8;13.91;;;y;;;f;f;;d;a
p;4.93;x;;p;f;;c;g;3.81;12.19;;;y;;;f;f;;d;a
p;4.46;x;;e;f;;c;w;3.33;11.95;;;y;;;f;f;;d;a
p;4.86;x;;w;f;;c;r;3.22;12.24;;;y;;;f;f;;d;a
p;5.4;x;;e;f;;c;r;4.42;13.34;;;y;;;f;f;;d;a
p;6.0;x;;e;f;;c;w;3.94;13.8;;;y;;;f;f;;d;a
p;4.57;x;;p;f;;c;w;2.68;10.95;;;y;;;f;f;;d;a
p;3.97;x;;p;f;;c;g;3.44;11.37;;;y;;;f;f;;d;a
p;4.75;x;;p;f;;c;r;3.63;11.65;;;y;;;f;f;;d;a
p;4.39;x;;e;f;;c;g;3.23;12.09;;;y;;;f;f;;d;a
p;4.7;x;;w;f;;c;r;3.26;11.74;;;y;;;f;f;;d;a
p;4.32;x;;w;f;;c;r;3.92;12.1;;;y;;;f;f;;d;a
p;4.95;x;;e;f;;c;r;3.64;12.21;;;y;;;f;f;;d;a
p;4.79;x;;p;f;;c;r;3.08;12.91;;;y;;;f;f;;d;a
p;5.83;x;;p;f;;c;w;3.69;12.73;;;y;;;f;f;;d;a
p;5.28;x;;p;f;;c;g;4.9;14.35;;;y;;;f;f;;d;a
p;5.93;x;;e;f;;c;r;3.81;13.08;;;y;;;f;f;;d;a
p;5.37;x;;w;f;;c;g;3.92;13.69;;;y;;;f;f;;d;a
p;4.24;x;;w;f;;c;g;2.73;11.31;;;y;;;f;f;;d;a
p;4.7;x;;w;f;;c;r;3.35;12.3;;;y;;;f;f;;d;a
p;5.74;x;;w;f;;c;r;3.36;12.65;;;y;;;f;f;;d;a
p;4.98;x;;e;f;;c;r;3.22;12.02;;;y;;;f;f;;d;a
p;4.47;x;;p;f;;c;w;3.14;11.77;;;y;;;f;f;;d;a
p;5.09;x;;p;f;;c;w;3.8;13.8;;;y;;;f;f;;d;a
p;5.27;x;;w;f;;c;w;3.59;12.85;;;y;;;f;f;;d;a
p;4.78;x;;e;f;;c;r;4.02;13.44;;;y;;;f;f;;d;a
e;11.36;s;s;n;f;x;;n;6.55;20.99;;;w;;;f;f;;d;a
e;12.68;s;s;n;f;x;;n;7.01;21.86;;;p;;;f;f;;d;a
e;13.31;s;s;y;f;x;;n;8.55;25.07;;;w;;;f;f;;d;w
e;9.77;x;s;u;f;x;;n;7.75;24.5;;;w;;;f;f;;d;u
e;11.42;f;s;n;f;x;;n;7.43;21.42;;;w;;;f;f;;d;u
e;11.74;x;s;r;f;x;;n;7.66;26.21;;;w;;;f;f;;d;a
e;10.64;f;s;y;f;x;;n;8.19;21.9;;;n;;;f;f;;d;u
e;10.2;f;s;u;f;x;;n;6.79;22.27;;;n;;;f;f;;d;u
e;12.9;f;s;y;f;x;;n;8.48;24.1;;;n;;;f;f;;d;a
e;9.53;s;s;n;f;x;;n;7.09;18.05;;;n;;;f;f;;d;u
e;8.69;s;s;n;f;x;;n;6.38;19.47;;;p;;;f;f;;d;w
e;11.95;x;s;u;f;x;;n;9.11;24.84;;;w;;;f;f;;d;w
e;10.53;f;s;u;f;x;;n;6.18;21.38;;;p;;;f;f;;d;a
e;10.78;s;s;n;f;x;;n;7.62;24.51;;;w;;;f;f;;d;w
e;9.77;x;s;n;f;x;;n;6.53;20.84;;;p;;;f;f;;d;a
e;8.2;f;s;u;f;x;;n;5.34;17.83;;;n;;;f;f;;d;u
e;11.9;s;s;u;f;x;;n;8.79;26.53;;;n;;;f;f;;d;a
e;10.75;s;s;y;f;x;;n;7.9;24.51;;;n;;;f;f;;d;u
e;11.09;x;s;u;f;x;;n;7.58;24.69;;;w;;;f;f;;d;a
e;12.11;f;s;y;f;x;;n;8.09;23.93;;;n;;;f;f;;d;w
e;11.97;f;s;u;f;x;;n;7.07;23.75;;;p;;;f;f;;d;a
e;8.78;s;s;r;f;x;;n;7.57;21.46;;;p;;;f;f;;d;w
e;10.84;f;s;y;f;x;;n;7.95;24.27;;;w;;;f;f;;d;w
e;12.04;f;s;u;f;x;;n;8.07;29.74;;;p;;;f;f;;d;w
e;12.01;x;s;n;f;x;;n;7.1;24.88;;;n;;;f;f;;d;a
e;10.92;x;s;r;f;x;;n;5.88;25.61;;;p;;;f;f;;d;a
e;11.95;s;s;u;f;x;;n;7.4;21.77;;;p;;;f;f;;d;a
e;11.46;f;s;y;f;x;;n;8.26;23.92;;;w;;;f;f;;d;u
e;13.72;x;s;r;f;x;;n;8.52;25.17;;;n;;;f;f;;d;w
e;10.48;f;s;u;f;x;;n;7.59;24.56;;;w;;;f;f;;d;u
e;10.53;x;s;r;f;x;;n;7.21;21.59;;;p;;;f;f;;d;w
e;11.12;s;s;n;f;x;;n;7.84;24.9;;;w;;;f;f;;d;a
e;10.3;f;s;y;f;x;;n;5.39;19.98;;;w;;;f;f;;d;u
e;10.24;x;s;y;f;x;;n;7.1;22.63;;;p;;;f;f;;d;u
e;11.55;s;s;y;f;x;;n;7.37;24.55;;;n;;;f;f;;d;u
e;12.02;x;s;y;f;x;;n;6.14;21.23;;;p;;;f;f;;d;a
e;11.41;s;s;u;f;x;;n;7.04;24.49;;;w;;;f;f;;d;w
e;11.2;x;s;u;f;x;;n;8.92;25.24;;;n;;;f;f;;d;a
e;10.41;s;s;y;f;x;;n;7.36;21.3;;;n;;;f;f;;d;a
e;10.42;s;s;r;f;x;;n;5.94;21.81;;;w;;;f;f;;d;u
e;10.4;s;s;n;f;x;;n;5.97;18.8;;;p;;;f;f;;d;w
e;7.7;s;s;r;f;x;;n;4.74;18.39;;;n;;;f;f;;d;w
e;7.31;s;s;y;f;x;;n;8.78;22.49;;;p;;;f;f;;d;a
e;9.2;s;s;r;f;x;;n;7.0;18.02;;;p;;;f;f;;d;u
e;9.22;f;s;r;f;x;;n;5.85;22.63;;;w;;;f;f;;d;a
e;8.47;s;s;y;f;x;;n;7.32;22.46;;;n;;;f;f;;d;a
e;11.48;f;s;y;f;x;;n;6.76;23.08;;;p;;;f;f;;d;w
e;11.44;s;s;u;f;x;;n;6.53;22.21;;;p;;;f;f;;d;a
e;9.92;s;s;u;f;x;;n;6.87;20.47;;;w;;;f;f;;d;w
e;10.55;x;s;r;f;x;;n;5.3;20.83;;;p;;;f;f;;d;a
